title,model_answer,student_answer,human_score,max_score,subject
Prompt3 Typed Essay 6020,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6020 - Content=1/3, PromptAdherence=1/3, Language=1/3, Narrativity=2/3. Full essay text requires training_set_rel3.tsv.]",3.83,10,reading
Prompt3 Typed Essay 6021,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6021 - Content=2/3, PromptAdherence=2/3, Language=2/3, Narrativity=2/3. Full essay text requires training_set_rel3.tsv.]",6.67,10,reading
Prompt3 Typed Essay 6022,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6022 - Content=1/3, PromptAdherence=2/3, Language=1/3, Narrativity=1/3. Full essay text requires training_set_rel3.tsv.]",4.17,10,reading
Prompt3 Typed Essay 6023,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6023 - Content=3/3, PromptAdherence=3/3, Language=2/3, Narrativity=3/3. Full essay text requires training_set_rel3.tsv.]",9.17,10,reading
Prompt3 Typed Essay 6024,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6024 - Content=1/3, PromptAdherence=1/3, Language=1/3, Narrativity=2/3. Full essay text requires training_set_rel3.tsv.]",3.83,10,reading
Prompt3 Typed Essay 6025,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6025 - Content=1/3, PromptAdherence=1/3, Language=1/3, Narrativity=1/3. Full essay text requires training_set_rel3.tsv.]",3.33,10,reading
Prompt3 Typed Essay 6026,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6026 - Content=3/3, PromptAdherence=3/3, Language=3/3, Narrativity=3/3. Full essay text requires training_set_rel3.tsv.]",10.0,10,reading
Prompt3 Typed Essay 6027,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6027 - Content=2/3, PromptAdherence=3/3, Language=2/3, Narrativity=3/3. Full essay text requires training_set_rel3.tsv.]",8.0,10,reading
Prompt3 Typed Essay 6028,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6028 - Content=0/3, PromptAdherence=1/3, Language=1/3, Narrativity=1/3. Full essay text requires training_set_rel3.tsv.]",2.17,10,reading
Prompt3 Typed Essay 6029,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6029 - Content=1/3, PromptAdherence=1/3, Language=1/3, Narrativity=1/3. Full essay text requires training_set_rel3.tsv.]",3.33,10,reading
Prompt3 Typed Essay 6030,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6030 - Content=2/3, PromptAdherence=3/3, Language=3/3, Narrativity=3/3. Full essay text requires training_set_rel3.tsv.]",8.83,10,reading
Prompt3 Typed Essay 6031,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6031 - Content=2/3, PromptAdherence=2/3, Language=1/3, Narrativity=2/3. Full essay text requires training_set_rel3.tsv.]",5.83,10,reading
Prompt3 Typed Essay 6032,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6032 - Content=2/3, PromptAdherence=2/3, Language=2/3, Narrativity=2/3. Full essay text requires training_set_rel3.tsv.]",6.67,10,reading
Prompt3 Typed Essay 6033,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6033 - Content=2/3, PromptAdherence=2/3, Language=2/3, Narrativity=2/3. Full essay text requires training_set_rel3.tsv.]",6.67,10,reading
Prompt3 Typed Essay 6034,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6034 - Content=2/3, PromptAdherence=2/3, Language=2/3, Narrativity=2/3. Full essay text requires training_set_rel3.tsv.]",6.67,10,reading
Prompt3 Typed Essay 6035,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6035 - Content=1/3, PromptAdherence=1/3, Language=1/3, Narrativity=1/3. Full essay text requires training_set_rel3.tsv.]",3.33,10,reading
Prompt3 Typed Essay 6036,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6036 - Content=1/3, PromptAdherence=2/3, Language=1/3, Narrativity=2/3. Full essay text requires training_set_rel3.tsv.]",4.67,10,reading
Prompt3 Typed Essay 6037,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6037 - Content=2/3, PromptAdherence=2/3, Language=1/3, Narrativity=1/3. Full essay text requires training_set_rel3.tsv.]",5.33,10,reading
Prompt3 Typed Essay 6038,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6038 - Content=1/3, PromptAdherence=1/3, Language=1/3, Narrativity=1/3. Full essay text requires training_set_rel3.tsv.]",3.33,10,reading
Prompt3 Typed Essay 6039,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6039 - Content=1/3, PromptAdherence=1/3, Language=1/3, Narrativity=1/3. Full essay text requires training_set_rel3.tsv.]",3.33,10,reading
Prompt3 Typed Essay 6040,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6040 - Content=1/3, PromptAdherence=1/3, Language=0/3, Narrativity=0/3. Full essay text requires training_set_rel3.tsv.]",2.0,10,reading
Prompt3 Typed Essay 6041,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6041 - Content=0/3, PromptAdherence=0/3, Language=0/3, Narrativity=0/3. Full essay text requires training_set_rel3.tsv.]",0.0,10,reading
Prompt3 Typed Essay 6042,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6042 - Content=2/3, PromptAdherence=2/3, Language=3/3, Narrativity=2/3. Full essay text requires training_set_rel3.tsv.]",7.5,10,reading
Prompt3 Typed Essay 6043,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6043 - Content=2/3, PromptAdherence=2/3, Language=1/3, Narrativity=1/3. Full essay text requires training_set_rel3.tsv.]",5.33,10,reading
Prompt3 Typed Essay 6044,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6044 - Content=1/3, PromptAdherence=0/3, Language=0/3, Narrativity=0/3. Full essay text requires training_set_rel3.tsv.]",1.17,10,reading
Prompt3 Typed Essay 6045,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6045 - Content=2/3, PromptAdherence=2/3, Language=1/3, Narrativity=2/3. Full essay text requires training_set_rel3.tsv.]",5.83,10,reading
Prompt3 Typed Essay 6046,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6046 - Content=2/3, PromptAdherence=2/3, Language=2/3, Narrativity=2/3. Full essay text requires training_set_rel3.tsv.]",6.67,10,reading
Prompt3 Typed Essay 6047,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6047 - Content=1/3, PromptAdherence=2/3, Language=2/3, Narrativity=1/3. Full essay text requires training_set_rel3.tsv.]",5.0,10,reading
Prompt3 Typed Essay 6048,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6048 - Content=1/3, PromptAdherence=1/3, Language=1/3, Narrativity=1/3. Full essay text requires training_set_rel3.tsv.]",3.33,10,reading
Prompt3 Typed Essay 6049,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6049 - Content=1/3, PromptAdherence=2/3, Language=2/3, Narrativity=1/3. Full essay text requires training_set_rel3.tsv.]",5.0,10,reading
Prompt3 Typed Essay 6050,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6050 - Content=3/3, PromptAdherence=3/3, Language=2/3, Narrativity=3/3. Full essay text requires training_set_rel3.tsv.]",9.17,10,reading
Prompt3 Typed Essay 6051,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6051 - Content=1/3, PromptAdherence=2/3, Language=1/3, Narrativity=2/3. Full essay text requires training_set_rel3.tsv.]",4.67,10,reading
Prompt3 Typed Essay 6052,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6052 - Content=1/3, PromptAdherence=1/3, Language=1/3, Narrativity=1/3. Full essay text requires training_set_rel3.tsv.]",3.33,10,reading
Prompt3 Typed Essay 6053,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6053 - Content=1/3, PromptAdherence=0/3, Language=0/3, Narrativity=0/3. Full essay text requires training_set_rel3.tsv.]",1.17,10,reading
Prompt3 Typed Essay 6054,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6054 - Content=2/3, PromptAdherence=2/3, Language=1/3, Narrativity=2/3. Full essay text requires training_set_rel3.tsv.]",5.83,10,reading
Prompt3 Typed Essay 6055,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6055 - Content=2/3, PromptAdherence=2/3, Language=2/3, Narrativity=2/3. Full essay text requires training_set_rel3.tsv.]",6.67,10,reading
Prompt3 Typed Essay 6056,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6056 - Content=1/3, PromptAdherence=2/3, Language=1/3, Narrativity=1/3. Full essay text requires training_set_rel3.tsv.]",4.17,10,reading
Prompt3 Typed Essay 6057,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6057 - Content=2/3, PromptAdherence=2/3, Language=2/3, Narrativity=2/3. Full essay text requires training_set_rel3.tsv.]",6.67,10,reading
Prompt3 Typed Essay 6058,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6058 - Content=1/3, PromptAdherence=1/3, Language=1/3, Narrativity=1/3. Full essay text requires training_set_rel3.tsv.]",3.33,10,reading
Prompt3 Typed Essay 6059,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6059 - Content=1/3, PromptAdherence=1/3, Language=1/3, Narrativity=1/3. Full essay text requires training_set_rel3.tsv.]",3.33,10,reading
Prompt3 Typed Essay 6060,"Pandas in China and koalas in Australia are both specialist species, meaning they thrive in stable environments and rely on very specific food sources. China's panda eats almost nothing but bamboo, while Australia's koala bear eats eucalyptus leaves almost exclusively. Because their diets are so specialized, these animals can only survive in their native habitats. In contrast, pythons are generalist species that can adapt to a wide range of environments and prey. Generalists like pythons have a much greater variety of food sources and can live in many different climates and locations, ranging from their native Asia to places like Florida. This ability to adapt means generalists often become more abundant and can even become invasive species, while specialists are more vulnerable to environmental change.","[Typed essay text for Essay ID 6060 - Content=0/3, PromptAdherence=0/3, Language=0/3, Narrativity=0/3. Full essay text requires training_set_rel3.tsv.]",0.0,10,reading
